uf;cidade;itens;processos;elegiveis_modelagem;sucesso_qtd;insucesso_qtd;deserto_qtd;fracassado_qtd;resultado_final_sucesso_qtd;baixa_comp_qtd;insucesso_ampliado_qtd;propostas_media;propostas_mediana;valor_cotado_medio;valor_cotado_mediano;valor_homologado_medio;valor_homologado_mediano;desconto_pct_medio;desconto_pct_mediano;mediana_ref_preco;desvio_cotado_ref_mediano_pct;me_epp_qtd;regional_qtd;local_qtd;taxa_insucesso_pct;taxa_sucesso_pct;taxa_deserto_pct;taxa_fracassado_pct;taxa_baixa_comp_pct;taxa_insucesso_ampliado_pct;pct_me_epp;pct_regional;pct_local
BA;VEREDA;2726;48;2618;1089;1529;80;1449;0;1297;2247;2.272927366104182;2.0;16448.524567131328;42.685;31927.82621496786;51.8;6.9612794;3.2198026;17.81;126.22122192382812;788;2211;0;58.40336134453782;41.596638655462186;3.055767761650115;55.3475935828877;47.57887013939839;82.42846661775495;28.906823184152604;81.10785033015408;0.0
SP;ITAPORANGA;3013;123;2981;1859;1122;47;1075;0;388;1370;6.790242283438434;6.0;3114.8346547295055;78.57;2541.5849838622917;17.64;32.476986;32.09302;17.81;330.4884948730469;2492;0;0;37.63837638376384;62.36162361623616;1.576652130157665;36.06172425360617;12.877530700298706;45.46963159641553;82.70826418851644;0.0;0.0
SP;VOTUPORANGA;5403;293;5226;4211;1015;153;862;0;1718;2049;5.256339070886544;3.0;28505.048673847865;29.54;2346.597950320589;20.09;22.328543;18.231884;17.81;69.56765747070312;982;0;1;19.422120168388826;80.57787983161117;2.9276693455797935;16.494450822809032;31.797149731630576;37.92337590227651;18.175087914121786;0.0;0.018508236165093468
SP;IARAS;4779;41;4778;3860;918;78;840;0;1190;1558;4.7976564134756225;4.0;395.56086210504293;18.2;215.61911054404146;13.81;23.153482;14.810811;17.81;21.84166145324707;2289;0;0;19.21305985768104;80.78694014231897;1.6324822101297616;17.580577647551276;24.900606821510777;32.60096254446537;47.897049591964844;0.0;0.0
PR;CURITIBA;3621;365;3246;2382;864;559;305;0;1207;1814;4.140568903617785;2.0;28764.946166859987;77.0;34748.74171330891;66.677;26.866426;22.409946;17.81;300.2245788574219;380;0;0;26.617375231053604;73.38262476894639;17.22119531731362;9.396179913739989;33.33333333333333;50.09665838166253;10.494338580502625;0.0;0.0
SP;SANTA FÉ DO SUL;2141;25;2012;1239;773;1;772;0;1045;1050;2.407286314806165;3.0;2943.1125045773;5.0;3476.820354838709;10.0;-23.010277;0.0;17.81;-43.851768493652344;0;0;0;38.41948310139165;61.58051689860835;0.049701789264413515;38.36978131212724;48.80896777206913;49.04250350303597;0.0;0.0;0.0
BA;CÂNDIDO SALES;1971;18;1960;1228;732;0;732;0;382;753;4.494165398274987;4.0;1853.4708861491629;7.3;2065.8727348534203;5.0;-45.39209;25.649065;17.81;-44.680850982666016;70;0;0;37.3469387755102;62.65306122448979;0.0;37.3469387755102;19.381024860476913;38.20395738203957;3.5514967021816335;0.0;0.0
BA;TEIXEIRA DE FREITAS;3337;157;3111;2389;722;98;624;0;1125;1494;4.285885525921486;3.0;15089.802133652982;35.0;11744.742096881497;21.72;23.397732;19.195593;17.81;96.51880645751953;1900;8;12;23.207971713275473;76.79202828672452;3.1501125040180002;20.057859209257472;33.71291579262811;44.77075217261013;56.93736889421637;0.23973629008091102;0.3596044351213665
MT;NOVA MUTUM;2968;119;2916;2218;698;247;451;31;1051;1411;4.325134770889488;3.0;12657.086227425876;56.084999999999994;13898.432618679837;40.36;21.694502;17.492613;17.81;195.78887939453125;92;0;0;23.93689986282579;76.06310013717422;8.470507544581618;15.466392318244171;35.411051212938006;47.54043126684636;3.0997304582210243;0.0;0.0
MS;NOVA ANDRADINA;3520;135;3349;2710;639;109;530;0;994;1227;5.751420454545454;5.0;2995.39628125;58.480000000000004;2924.6813278444206;27.37;30.999418;29.3441;17.81;225.15440368652344;816;6;6;19.080322484323677;80.91967751567633;3.254702896386981;15.825619587936698;28.238636363636367;34.85795454545455;23.18181818181818;0.17045454545454544;0.17045454545454544
MG;ERVÁLIA;3880;70;3880;3289;591;148;443;0;1887;2171;3.565979381443299;2.0;1714.3238389175258;17.16;1144.3779567345698;19.3;17.605358;5.235459;17.81;0.0;1459;1413;0;15.231958762886597;84.7680412371134;3.814432989690722;11.417525773195877;48.6340206185567;55.95360824742268;37.603092783505154;36.41752577319588;0.0
SP;GUARIBA;2281;79;2164;1592;572;70;502;0;775;1133;4.694870670758439;3.0;1919.6152783866726;19.9;1864.5271450094162;12.0;25.878088;20.53232;17.81;15.160022735595703;989;0;0;26.432532347504623;73.56746765249538;3.234750462107209;23.19778188539741;33.976326172731255;49.671196843489696;43.35817623849189;0.0;0.0
SP;TERRA ROXA;2801;30;2801;2290;511;102;409;0;750;949;4.8111388789717955;4.0;763.8865999999999;7.55;669.3848419213973;5.1107;14.061539;17.870722;17.81;-55.549129486083984;920;0;0;18.243484469832204;81.75651553016779;3.641556586933238;14.601927882898966;26.776151374509105;33.88075687254552;32.84541235273117;0.0;0.0
RJ;RIO DE JANEIRO;1168;360;846;388;458;153;305;0;454;713;2.9571917808219177;2.0;5653.313356164384;0.0;160558.05789812646;500.0;5.0461617;5.0461617;17.81;-100.0;0;1;0;54.1371158392435;45.8628841607565;18.085106382978726;36.05200945626478;38.86986301369863;61.044520547945204;0.0;0.08561643835616438;0.0
PR;ITAIPULÂNDIA;3951;85;3910;3463;447;162;285;0;666;942;5.641609719058466;5.0;1066.5609227848101;27.994999999999997;857.1248545034641;17.994999999999997;-699.1231;20.793951;17.81;71.11173629760742;3505;0;0;11.432225063938619;88.56777493606138;4.143222506393862;7.289002557544758;16.856492027334852;23.84206529992407;88.71171855226525;0.0;0.0
MG;MANHUAÇU;2576;53;2568;2153;415;19;396;0;479;681;6.671583850931677;6.0;2319.780807763975;63.555;2409.403913794705;48.99;24.822649;23.995657;17.81;261.84727478027344;989;0;0;16.160436137071652;83.83956386292834;0.7398753894080997;15.42056074766355;18.59472049689441;26.43633540372671;38.392857142857146;0.0;0.0
PR;IVAIPORÃ;3391;97;3338;2925;413;78;335;0;542;701;7.397227956355057;6.0;2679.4283930535025;55.0;1450.421862188034;26.1;-28.892794;40.17094;17.81;198.70858764648438;2589;0;0;12.37267825044937;87.62732174955062;2.3367285799880166;10.035949670461354;15.983485697434386;20.672368033028604;76.3491595399587;0.0;0.0
SP;PINDORAMA;1259;76;1151;739;412;7;405;0;195;539;6.440826052422557;5.0;2460.2817625893567;60.67;3127.452586062246;37.0;36.841137;36.237522;17.81;234.3627166748047;442;0;0;35.79496090356212;64.20503909643787;0.6081668114682884;35.186794092093834;15.488482922954727;42.811755361397935;35.10722795869738;0.0;0.0
SP;RIFAINA;2591;148;2166;1771;395;161;234;0;727;963;4.808954071786955;4.0;1959.951476649942;55.0;1197.2329203761753;33.0;31.748648;29.341763;17.81;211.27487182617188;726;0;0;18.236380424746077;81.76361957525393;7.433056325023084;10.80332409972299;28.05866460825936;37.16711694326515;28.02006947124662;0.0;0.0
PR;IPIRANGA;2053;101;1962;1568;394;135;259;0;527;709;5.652216268874818;4.0;2251.1814753044328;38.0;1559.419994642857;22.06;26.870682;21.709364;17.81;116.05839538574219;725;0;0;20.081549439347604;79.9184505606524;6.8807339449541285;13.200815494393476;25.669751583049194;34.53482708231856;35.314174378957624;0.0;0.0
MT;LUCAS DO RIO VERDE;2523;68;2520;2126;394;94;300;0;438;734;4.802615933412604;4.0;5825.5037653587;57.42;3946.759611947319;36.06;28.481764;30.80297;17.81;222.40313720703125;10;0;0;15.634920634920634;84.36507936507937;3.7301587301587302;11.904761904761903;17.360285374554103;29.09235037653587;0.3963535473642489;0.0;0.0
SP;SANTA RITA DO PASSA QUATRO;3183;44;2730;2342;388;136;252;0;673;883;6.49670122525919;5.0;1286.9916603518693;13.105;935.9125030631304;6.8;38.026382;39.59608;17.81;-26.417743682861328;1447;0;0;14.212454212454212;85.78754578754578;4.981684981684982;9.230769230769232;21.143575243480992;27.741124725102107;45.4602576185988;0.0;0.0
SP;SANTOS;2866;457;2711;2333;378;165;213;0;456;675;7.348569434752268;6.0;132902.8464521633;56.675;115386.76292104165;33.725;30.883148;31.20638;17.81;218.19203186035156;1257;1;113;13.943194393212838;86.05680560678717;6.086315012910365;7.8568793803024715;15.910676901605026;23.5519888346127;43.859036985345426;0.034891835310537335;3.942777390090719
PR;PATO BRAGADO;2056;51;1844;1478;366;189;177;0;959;1156;2.490272373540856;2.0;675.3038083657588;26.689999999999998;710.6642886332883;21.314999999999998;-15.785919;3.7169223;17.81;52.63896560668945;1673;506;0;19.84815618221258;80.15184381778741;10.249457700650758;9.598698481561822;46.643968871595334;56.22568093385214;81.3715953307393;24.610894941634243;0.0
BA;SANTO ESTÊVÃO;1353;29;1243;882;361;0;361;0;128;372;6.512195121951219;7.0;20328.87827235772;37.97;25386.903856618464;20.25;26.20873;24.245865;17.81;109.43289947509766;194;0;0;29.042638777152053;70.95736122284795;0.0;29.042638777152053;9.460458240946046;27.494456762749447;14.33850702143385;0.0;0.0
RS;SÃO JOSÉ DO NORTE;1563;92;1528;1167;361;31;330;0;521;645;3.977607165706974;3.0;12463.163432885476;35.54;14672.471707797771;30.39;24.244505;15.630966;17.81;102.13363647460938;26;0;0;23.62565445026178;76.37434554973822;2.0287958115183247;21.596858638743456;33.33333333333333;41.26679462571977;1.6634676903390915;0.0;0.0
RS;CAMBARÁ DO SUL;997;19;996;638;358;292;66;0;226;559;4.130391173520562;2.0;4977.673277933802;7.77;7128.574442946709;3.92495;18.724356;32.61821;17.81;-25.350927352905273;0;0;0;35.9437751004016;64.05622489959839;29.31726907630522;6.626506024096386;22.668004012036107;56.06820461384152;0.0;0.0;0.0
BA;JUAZEIRO;2889;110;2715;2358;357;32;325;0;654;836;5.644859813084112;5.0;60303.86296746279;18.23;61320.232535771065;10.425;22.602129;14.285714;17.81;7.186973571777344;2096;0;0;13.149171270718233;86.85082872928177;1.1786372007366481;11.970534069981584;22.63759086188993;28.93734856351679;72.55105572862583;0.0;0.0
SP;BIRIGUI;2241;128;2237;1889;348;111;237;0;576;779;5.406961178045515;4.0;4269.393494600625;42.94;3606.239198941239;30.0;-484039.97;21.306763;17.81;142.53228759765625;1215;0;0;15.556548949485919;84.44345105051408;4.962002682163612;10.594546267322306;25.702811244979916;34.76126729138777;54.21686746987952;0.0;0.0
BA;ILHÉUS;594;5;594;260;334;11;323;0;133;350;4.146464646464646;3.0;154.9761447811448;24.45;95.47121192307692;9.8;41.938206;50.9386;17.81;47.108367919921875;0;0;0;56.22895622895623;43.77104377104377;1.8518518518518516;54.37710437710438;22.39057239057239;58.92255892255892;0.0;0.0;0.0
RS;SÃO SEPÉ;1365;45;1365;1033;332;53;279;0;561;641;3.8586080586080587;3.0;3264.72208058608;86.04;3282.7199591481126;77.5;25.09718;17.34694;17.81;360.4716491699219;870;0;0;24.32234432234432;75.67765567765568;3.8827838827838828;20.439560439560438;41.098901098901095;46.959706959706956;63.73626373626373;0.0;0.0
SC;CRICIÚMA;4054;134;4034;3702;332;214;118;60;805;1076;5.8423778983719785;5.0;15710.484241884558;21.28;14210.136776475432;15.31;18.359428;14.383562;17.81;36.787065505981445;604;1165;0;8.230044620723847;91.76995537927615;5.304908279623203;2.925136341100645;19.856931425752343;26.5416872224963;14.898865318204244;28.737049827331028;0.0
SC;OTACÍLIO COSTA;2396;33;2233;1906;327;250;77;0;833;1086;2.843906510851419;2.0;1933.2618614357261;29.275;1663.6036624868834;18.11;13.520577;0.10916844;17.81;63.95283317565918;22;0;0;14.64397671294223;85.35602328705777;11.195700850873266;3.4482758620689653;34.76627712854758;45.32554257095159;0.9181969949916527;0.0;0.0
RJ;PETRÓPOLIS;1360;131;1325;1004;321;144;177;1;316;509;6.3691176470588236;4.0;11477.02240367647;10.99;10267.814820771513;6.95;28.771395;25.0;17.81;18.623435974121094;45;0;0;24.22641509433962;75.77358490566037;10.867924528301886;13.358490566037737;23.235294117647058;37.4264705882353;3.308823529411765;0.0;0.0
SP;AVARÉ;2914;126;2360;2043;317;56;261;0;710;844;4.526424159231297;4.0;13881.20832532601;51.77;8262.838323466407;40.055;23.717037;15.0;17.81;188.3211669921875;1378;0;0;13.432203389830507;86.5677966101695;2.3728813559322033;11.059322033898306;24.365133836650653;28.963623884694577;47.28894989704873;0.0;0.0
RS;TERRA DE AREIA;1291;36;1291;978;313;12;301;0;302;468;4.657629744384198;4.0;7347.127846630519;65.0;7256.662005112474;26.25;29.566595;26.356342;17.81;264.9635009765625;0;0;0;24.244771494965143;75.75522850503485;0.9295120061967467;23.315259488768397;23.392718822618125;36.25096824167312;0.0;0.0;0.0
MT;SORRISO;1810;29;1802;1492;310;103;207;0;192;421;7.895580110497238;7.0;208.9594419889503;8.515;127.6112801608579;5.22;26.229366;23.750458;17.81;-40.00561332702637;0;0;0;17.203107658157602;82.7968923418424;5.7158712541620424;11.48723640399556;10.607734806629834;23.259668508287294;0.0;0.0;0.0
SP;BOA ESPERANÇA DO SUL;2778;44;2760;2451;309;4;305;0;125;400;8.55471562275018;5.0;1529.4553671706262;58.63;1301.185980864953;19.99;55.568665;63.21354;17.81;118.9916000366211;1590;0;0;11.195652173913045;88.80434782608695;0.14492753623188406;11.05072463768116;4.499640028797696;14.398848092152628;57.2354211663067;0.0;0.0
MG;RIO NOVO;1114;26;1084;782;302;118;184;0;514;653;2.563734290843806;2.0;5219.344685816876;6.33;906.4930434782609;4.51;26.477724;12.635981;17.81;-3.649635076522827;950;480;0;27.85977859778598;72.14022140221402;10.885608856088561;16.974169741697416;46.14003590664273;58.61759425493717;85.27827648114902;43.08797127468581;0.0
MG;BANDEIRA DO SUL;1572;13;1560;1264;296;107;189;0;520;664;4.89821882951654;3.0;240.48307888040713;13.95;188.98707278481012;7.545;34.116703;33.958282;17.81;-15.496912002563477;639;0;0;18.974358974358974;81.02564102564102;6.8589743589743595;12.115384615384615;33.078880407124686;42.23918575063613;40.64885496183206;0.0;0.0
PR;TOLEDO;3543;124;3538;3243;295;178;117;0;706;931;5.451312447078747;4.0;4758.768611346317;39.28;3852.9156654024055;28.5;23.697153;21.364136;17.81;124.59292602539062;2125;115;0;8.338044092707744;91.66195590729225;5.031091011871114;3.306953080836631;19.92661586226362;26.27716624329664;59.977420265311885;3.245836861416879;0.0
SP;DOLCINÓPOLIS;888;14;888;594;294;200;94;0;444;656;1.8198198198198199;1.0;725.866418918919;15.129999999999999;779.7251851851852;14.25;15.552368;0.9864409;17.81;-11.005053520202637;0;0;0;33.108108108108105;66.8918918918919;22.52252252252252;10.585585585585585;50.0;73.87387387387388;0.0;0.0;0.0
MT;ÁGUA BOA;1894;29;1893;1601;292;192;100;0;1376;1577;1.853220696937698;1.0;2262.2234369588173;42.13;593.0443535290443;40.3;9.127675;0.07972363;17.81;136.46827697753906;646;288;0;15.425250924458531;84.57474907554146;10.142630744849445;5.282620179609086;72.65047518479409;83.26293558606125;34.10770855332629;15.205913410770854;0.0
MG;BOTELHOS;2282;63;2229;1938;291;66;225;0;487;664;5.932077125328659;5.0;662.2569095968448;22.21;411.9492535603715;11.9;36.23576;34.254898;17.81;39.49125671386719;33;5;0;13.055181695827725;86.94481830417227;2.9609690444145356;10.094212651413189;21.340929009640668;29.09728308501315;1.446099912357581;0.21910604732690622;0.0
SP;GARÇA;1332;59;1328;1039;289;229;60;0;415;658;4.051801801801802;3.0;5122.846290240241;30.0;1292.5769454282963;30.29;20.944551;11.764706;17.81;67.61692810058594;336;0;0;21.762048192771086;78.23795180722891;17.24397590361446;4.518072289156627;31.156156156156158;49.3993993993994;25.225225225225223;0.0;0.0
MT;DIAMANTINO;2453;58;2117;1830;287;244;43;79;448;718;4.884223399918467;4.0;10329.674615450469;43.25;6987.685705311251;14.49;31.841227;26.059809;17.81;153.50926208496094;363;374;0;13.556920170051962;86.44307982994805;11.525743977326405;2.031176192725555;18.26335099877701;29.27028128821851;14.798206278026907;15.246636771300448;0.0
SP;SÃO JOSÉ DO RIO PARDO;882;47;876;602;274;41;233;0;58;308;6.417233560090703;7.0;20501.168911564626;20.23;23738.462266225164;10.74;15.569323;32.22749;17.81;17.770915031433105;433;0;0;31.27853881278539;68.72146118721462;4.680365296803653;26.59817351598174;6.575963718820861;34.92063492063492;49.09297052154195;0.0;0.0
PR;FERNANDES PINHEIRO;1042;27;1042;769;273;55;218;0;347;430;4.320537428023033;3.0;4440.898488771594;16.261499999999998;5353.301626788037;13.45;22.831127;18.513514;17.81;-5.637282371520996;244;0;0;26.19961612284069;73.8003838771593;5.278310940499041;20.92130518234165;33.301343570057576;41.26679462571977;23.41650671785029;0.0;0.0
SP;PENÁPOLIS;1084;104;876;604;272;157;115;6;259;491;5.638376383763838;4.0;29127.46807592251;25.42;28668.414042307693;22.5;26.212816;25.122246;17.81;40.426727294921875;181;0;0;31.05022831050228;68.94977168949772;17.922374429223744;13.12785388127854;23.8929889298893;45.29520295202952;16.69741697416974;0.0;0.0
PR;QUATRO PONTES;1635;54;1449;1180;269;158;111;0;582;767;4.759021406727829;3.0;3820.751415412844;19.95;3367.9121723728813;14.795;27.629078;25.589245;17.81;16.619876861572266;622;483;0;18.564527260179435;81.43547273982057;10.904071773636991;7.6604554865424435;35.59633027522936;46.91131498470948;38.042813455657495;29.541284403669728;0.0
PR;CRUZEIRO DO OESTE;1413;54;1387;1120;267;73;194;0;353;488;5.786978060863412;5.0;8411.920368577494;8.86;6091.06959171123;6.995;22.395935;16.106594;17.81;-21.41718101501465;1277;0;0;19.25018024513338;80.74981975486662;5.263157894736842;13.987022350396538;24.982307147912245;34.53644727530078;90.37508846426043;0.0;0.0
SP;CATANDUVA;1866;134;1866;1602;264;76;188;0;241;428;8.266881028938906;6.0;8855.921376259379;20.985;8936.275504806492;13.31;30.918737;29.073244;17.81;44.75872993469238;955;0;0;14.14790996784566;85.85209003215434;4.072883172561629;10.07502679528403;12.915326902465166;22.936763129689176;51.17899249732047;0.0;0.0
PR;CRUZ MACHADO;1688;65;1686;1425;261;191;70;0;468;677;4.543246445497631;3.0;2230.8975418246446;15.135;2220.2434391578945;12.0;22.755903;15.888144;17.81;-7.664233684539795;0;0;0;15.480427046263346;84.51957295373666;11.32858837485172;4.151838671411625;27.72511848341232;40.10663507109005;0.0;0.0;0.0
MT;ITIQUIRA;2471;28;2397;2136;261;38;223;0;291;440;6.88992310805342;6.0;2383.92714524484;17.5;1956.7868918539325;9.61;30.73929;29.466255;17.81;-1.5160022974014282;1716;0;0;10.888610763454318;89.11138923654568;1.5853149770546515;9.303295786399666;11.776608660461353;17.806556050182113;69.44556859571024;0.0;0.0
PR;SANTA AMÉLIA;1057;29;1044;786;258;3;255;0;31;285;5.913907284768212;6.0;6689.136764427626;33.83;6207.9404314720805;18.865000000000002;28.35474;26.808556;17.81;83.82930755615234;1024;0;0;24.71264367816092;75.28735632183908;0.28735632183908044;24.42528735632184;2.9328287606433303;26.96310312204352;96.87795648060549;0.0;0.0
RS;SANTA MARIA;1330;5;1330;1072;258;58;200;0;182;329;7.610526315789474;6.0;35.53133082706767;3.825;22.369421641791046;1.85;37.883476;36.766872;17.81;-48.848960876464844;10;0;0;19.398496240601503;80.6015037593985;4.360902255639098;15.037593984962406;13.684210526315791;24.736842105263158;0.7518796992481203;0.0;0.0
MG;NOVA SERRANA;2836;49;2422;2166;256;119;137;0;95;339;6.894922425952045;7.0;939.3954377997179;57.334999999999994;778.7080600646352;42.445;22.253859;25.0;17.81;230.06737518310547;918;0;0;10.569777043765482;89.43022295623452;4.913294797687861;5.656482246077622;3.349788434414669;11.95345557122708;32.36953455571227;0.0;0.0
BA;MALHADA;815;18;815;562;253;0;253;0;257;344;4.117791411042945;3.0;7797.001550920246;111.0;9952.200891281138;117.8;18.800467;1.6301279;17.81;225.21055603027344;16;0;0;31.04294478527607;68.95705521472392;0.0;31.04294478527607;31.533742331288344;42.20858895705521;1.96319018404908;0.0;0.0
MT;CUIABÁ;1144;89;1058;805;253;90;163;1;278;451;4.847027972027972;4.0;34640.662447552444;21.68;41377.041630649044;19.095;26.787607;21.98801;17.81;24.620999336242676;557;1;4;23.91304347826087;76.08695652173914;8.506616257088846;15.406427221172022;24.3006993006993;39.42307692307692;48.68881118881119;0.08741258741258741;0.34965034965034963
SC;CANOINHAS;1222;171;1112;859;253;130;123;0;301;476;5.972176759410802;4.0;12468.833261047463;18.564999999999998;14572.787907274827;48.655;25.977036;23.17744;17.81;7.3273444175720215;12;0;0;22.75179856115108;77.24820143884892;11.690647482014388;11.06115107913669;24.631751227495908;38.95253682487725;0.9819967266775778;0.0;0.0
RS;PELOTAS;1637;28;1613;1362;251;74;177;0;267;425;6.912645082467929;6.0;17922.206568723275;7.9;16212.973919566788;4.8899;34.731037;31.767109;17.81;-40.48287582397461;0;0;0;15.561066336019838;84.43893366398017;4.587724736515809;10.97334159950403;16.310323762981064;25.962125839951128;0.0;0.0;0.0
RS;RIO GRANDE;2394;180;2173;1923;250;68;182;0;487;583;5.274436090225564;4.0;18772.403912781952;28.203;20487.74425444618;15.37;33.827526;33.607754;17.81;56.461530685424805;1801;0;0;11.50483202945237;88.49516797054763;3.1293143120110445;8.375517717441324;20.34252297410192;24.352548036758563;75.2297410192147;0.0;0.0
PR;BOA ESPERANÇA DO IGUAÇU;2290;54;2289;2039;250;166;84;0;608;792;3.856768558951965;3.0;2711.996366244541;23.225;1366.208562972045;19.45;20.1858;15.37279;17.81;34.783830642700195;1386;0;0;10.9217999126256;89.0782000873744;7.2520751419834;3.669724770642202;26.55021834061135;34.585152838427945;60.5240174672489;0.0;0.0
SP;ARAÇATUBA;3360;85;3342;3092;250;47;203;1;398;580;8.158035714285715;7.0;9720.704821577381;30.17;7358.479140181172;19.82;27.042995;25.0;17.81;77.06344985961914;113;0;0;7.480550568521843;92.51944943147815;1.4063435068821066;6.074207061639736;11.845238095238095;17.261904761904763;3.363095238095238;0.0;0.0
SP;RIBEIRÃO PIRES;1296;67;1281;1035;246;74;172;0;293;477;7.766203703703703;5.0;9575.65682978395;21.105;9351.867977004831;17.33;28.177908;21.133333;17.81;31.77989959716797;339;56;0;19.20374707259953;80.79625292740047;5.776736924277908;13.427010148321624;22.608024691358025;36.80555555555556;26.15740740740741;4.320987654320987;0.0
PR;SALTO DO LONTRA;744;10;744;501;243;2;241;0;31;264;6.90994623655914;5.0;525.0733602150538;157.95;129.58342794411178;27.0;44.462334;49.0;17.81;760.9208374023438;282;206;0;32.66129032258064;67.33870967741935;0.2688172043010753;32.39247311827957;4.166666666666666;35.483870967741936;37.903225806451616;27.688172043010752;0.0
SP;DIRCE REIS;1486;24;1485;1242;243;192;51;0;566;762;3.208613728129206;2.0;876.474948923284;20.89;551.5008965378422;14.7635;20.51084;3.6877828;17.81;29.9270076751709;0;0;0;16.363636363636363;83.63636363636363;12.929292929292929;3.4343434343434343;38.088829071332434;51.27860026917901;0.0;0.0;0.0
CE;IRACEMA;1541;32;1504;1261;243;0;243;0;34;275;8.854639844256976;9.0;8279.22482154445;23.67;8822.209344250596;15.6;27.051481;22.656961;17.81;41.4935417175293;0;0;0;16.15691489361702;83.84308510638297;0.0;16.15691489361702;2.2063595068137576;17.845554834523035;0.0;0.0;0.0
MS;COXIM;1368;38;1358;1118;240;81;159;0;301;441;5.005847953216374;4.0;7565.004151681287;14.9254;7655.746081484794;9.120000000000001;29.378592;34.241913;17.81;5.713450193405151;550;0;0;17.673048600883654;82.32695139911634;5.964653902798233;11.708394698085419;22.002923976608187;32.23684210526316;40.2046783625731;0.0;0.0
PR;PALOTINA;1982;80;1949;1709;240;132;108;0;386;572;5.660443995963673;4.0;4841.433713067609;29.624;1851.0500359859568;23.35;27.48292;24.870466;17.81;64.45816802978516;94;0;0;12.314007183170856;87.68599281682914;6.7727039507439715;5.541303232426886;19.475277497477293;28.85973763874874;4.742684157416751;0.0;0.0
SP;PORTO FERREIRA;2528;61;2432;2192;240;37;203;0;192;351;8.236550632911392;8.0;5466.370743670886;40.42;3682.8092386405106;20.905;39.375797;40.491734;17.81;126.9511489868164;602;0;0;9.868421052631579;90.13157894736842;1.5213815789473684;8.34703947368421;7.59493670886076;13.884493670886075;23.813291139240505;0.0;0.0
SP;PORTO FELIZ;3137;183;3112;2873;239;72;167;0;262;418;7.291361173095314;6.0;6874.517353841249;52.7333;5054.757063731291;26.32;42.006435;42.748093;17.81;193.26220703125;905;0;0;7.679948586118251;92.32005141388174;2.313624678663239;5.366323907455013;8.351928594198279;13.324832642652215;28.849218999043675;0.0;0.0
SP;MIRASSOL;1074;205;1060;823;237;53;184;0;204;336;6.305400372439479;5.0;22289.381990689013;69.62;16443.88686889429;49.66;30.968428;27.2092;17.81;288.8545837402344;692;0;0;22.358490566037737;77.64150943396227;5.0;17.358490566037734;18.994413407821227;31.28491620111732;64.43202979515829;0.0;0.0
PR;INÁCIO MARTINS;1780;46;1744;1507;237;94;143;0;427;574;5.746067415730337;5.0;4098.762488764045;22.020000000000003;3066.4202121433314;12.85;30.71602;28.994083;17.81;31.471083641052246;1591;0;46;13.589449541284404;86.41055045871559;5.389908256880735;8.199541284403669;23.98876404494382;32.247191011235955;89.38202247191012;0.0;2.584269662921348
SP;INÚBIA PAULISTA;1101;26;1098;863;235;73;162;0;220;358;4.5422343324250685;4.0;6832.4884559491375;24.9;5222.605666280418;15.0;27.800226;24.131945;17.81;45.70465850830078;0;0;0;21.402550091074684;78.59744990892533;6.648451730418943;14.754098360655737;19.981834695731155;32.51589464123524;0.0;0.0;0.0
CE;ERERÊ;1164;17;1164;929;235;0;235;0;0;235;9.38831615120275;9.0;909.6182903780068;19.795;739.8786345532831;12.0;30.44314;34.42623;17.81;13.138686180114746;0;0;0;20.189003436426116;79.8109965635739;0.0;20.189003436426116;0.0;20.189003436426116;0.0;0.0;0.0
PR;DOURADINA;1316;33;1301;1066;235;36;199;0;526;627;6.080547112462006;3.0;1462.7876495440728;15.47335;1343.6258403377112;12.3275;20.343801;11.921856;17.81;-9.615384578704834;1008;0;1;18.0630284396618;81.93697156033821;2.7671022290545735;15.295926210607224;39.96960486322189;47.64437689969605;76.59574468085107;0.0;0.07598784194528875
RS;TORRES;1560;176;1464;1229;235;58;177;0;599;705;4.787820512820513;3.0;23734.755553397437;137.505;12896.89764097166;96.0;33.709774;34.092125;17.81;596.9118347167969;1096;0;0;16.05191256830601;83.94808743169399;3.9617486338797816;12.09016393442623;38.3974358974359;45.19230769230769;70.25641025641025;0.0;0.0
SP;BORBOREMA;1826;39;1824;1589;235;36;199;0;231;398;7.4408543263964955;6.0;3074.0973019167577;19.060000000000002;3075.5853962264155;11.96;30.43746;29.247353;17.81;20.943289756774902;292;0;0;12.883771929824562;87.11622807017544;1.9736842105263157;10.910087719298247;12.650602409638553;21.796276013143483;15.991237677984666;0.0;0.0
MS;TACURU;607;6;528;297;231;0;231;0;129;310;6.327841845140033;4.0;4260.258993410213;5.46;8455.798784511784;5.45;16.069231;7.387585;17.81;-66.7041015625;239;152;88;43.75;56.25;0.0;43.75;21.25205930807249;51.07084019769358;39.373970345963755;25.04118616144975;14.497528830313014
MG;PORTO FIRME;759;27;756;526;230;216;14;0;352;568;1.769433465085639;1.0;4037.6595872200264;30.3;3671.4172456273764;25.0;18.406832;13.279628;17.81;65.3003921508789;697;566;0;30.423280423280424;69.57671957671958;28.57142857142857;1.8518518518518516;46.3768115942029;74.83530961791831;91.83135704874836;74.57180500658761;0.0
MT;NOVA BANDEIRANTES;2011;33;2011;1782;229;71;158;0;380;482;6.493784186971656;6.0;2087.4209280954747;34.32;1641.168628395062;18.07;39.103657;39.241764;17.81;96.40650939941406;0;0;0;11.387369467926405;88.6126305320736;3.5305818000994535;7.856787667826952;18.89607160616609;23.968175037294877;0.0;0.0;0.0
