uf;cidade;itens;processos;elegiveis_modelagem;sucesso_qtd;insucesso_qtd;deserto_qtd;fracassado_qtd;resultado_final_sucesso_qtd;baixa_comp_qtd;insucesso_ampliado_qtd;propostas_media;propostas_mediana;valor_cotado_medio;valor_cotado_mediano;valor_homologado_medio;valor_homologado_mediano;desconto_pct_medio;desconto_pct_mediano;mediana_ref_preco;desvio_cotado_ref_mediano_pct;me_epp_qtd;regional_qtd;local_qtd;taxa_insucesso_pct;taxa_sucesso_pct;taxa_deserto_pct;taxa_fracassado_pct;taxa_baixa_comp_pct;taxa_insucesso_ampliado_pct;pct_me_epp;pct_regional;pct_local
BA;SENTO SÉ;1307;22;1217;1121;96;1;95;0;345;389;4.957153787299158;4.0;14513.555026778884;17.68;9123.71782337199;12.25;22.55809;13.075094;17.81;29.870859146118164;1104;0;0;7.8882497945768275;92.11175020542316;0.08216926869350863;7.806080525883321;26.396327467482784;29.7628156082632;84.46824789594491;0.0;0.0
PR;BALSA NOVA;1324;48;1274;1178;96;29;67;0;197;244;6.619335347432024;6.0;2286.593848036254;15.0;1978.2790827674025;8.524999999999999;33.317333;30.896015;17.81;-13.812464714050293;1151;0;0;7.535321821036106;92.4646781789639;2.2762951334379906;5.259026687598116;14.879154078549849;18.429003021148034;86.93353474320242;0.0;0.0
MS;RIO BRILHANTE;1094;42;1041;946;95;29;66;0;235;287;6.263254113345521;5.0;17045.42104670932;12.937149999999999;16700.19427346723;8.059999999999999;24.095514;21.088991;17.81;-13.406793594360352;883;0;0;9.125840537944283;90.87415946205572;2.785782901056676;6.340057636887608;21.480804387568554;26.23400365630713;80.71297989031079;0.0;0.0
BA;INHAMBUPE;1324;27;1323;1228;95;0;95;0;4;99;10.58761329305136;9.0;839.8171752265861;59.155;641.6585601791531;44.79;22.176605;21.424875;17.81;183.9977569580078;14;0;0;7.180650037792895;92.81934996220711;0.0;7.180650037792895;0.3021148036253776;7.477341389728097;1.0574018126888218;0.0;0.0
CE;JAGUARETAMA;2204;39;2199;2104;95;0;95;0;99;109;10.532667876588022;10.0;7749.046225045372;37.31;6310.492764971483;26.5;22.037556;18.183674;17.81;102.35822296142578;0;0;0;4.320145520691223;95.67985447930877;0.0;4.320145520691223;4.491833030852995;4.945553539019964;0.0;0.0;0.0
MS;ALCINÓPOLIS;394;7;326;232;94;23;71;0;68;125;5.159898477157361;5.0;214.62859390862943;3.4423;219.76009913793104;1.065;28.397295;28.697868;17.81;-68.61763000488281;391;0;0;28.834355828220858;71.16564417177914;7.05521472392638;21.779141104294478;17.258883248730964;31.725888324873097;99.23857868020305;0.0;0.0
RS;BOM PROGRESSO;563;23;563;469;94;6;88;0;246;252;4.3658969804618115;3.0;946.1324689165185;23.98;859.8628571428571;18.99;-46.18839;29.85782;17.81;34.64345932006836;0;0;0;16.69626998223801;83.30373001776199;1.0657193605683837;15.630550621669629;43.69449378330373;44.760213143872114;0.0;0.0;0.0
RS;NICOLAU VERGUEIRO;570;11;570;476;94;84;10;0;195;282;3.2157894736842105;3.0;2620.481157894737;13.32;2561.388991596639;9.31;28.575655;17.375301;17.81;-25.40707492828369;0;0;0;16.49122807017544;83.50877192982456;14.736842105263156;1.7543859649122806;34.21052631578947;49.473684210526315;0.0;0.0;0.0
RS;SANTO ANTÔNIO DAS MISSÕES;1001;98;814;720;94;60;34;0;315;380;4.206793206793207;3.0;3000.9295934065935;53.04;3284.6525672043012;32.489999999999995;12.908854;17.940308;17.81;189.66873168945312;0;0;0;11.547911547911548;88.45208845208845;7.371007371007371;4.176904176904177;31.46853146853147;37.96203796203797;0.0;0.0;0.0
SC;MAJOR VIEIRA;844;54;837;743;94;52;42;0;352;409;3.425355450236967;3.0;13287.878170616113;16.61;12298.736806325707;13.89;22.55197;17.653276;17.81;3.818079710006714;0;0;0;11.230585424133812;88.7694145758662;6.212664277180406;5.017921146953405;41.70616113744076;48.459715639810426;0.0;0.0;0.0
MS;JARDIM;1725;51;1674;1580;94;43;51;0;634;682;3.666086956521739;3.0;8047.628444405797;20.68;7427.5392568987345;13.035;20.044405;9.800491;17.81;20.55025291442871;1549;360;1138;5.615292712066906;94.38470728793308;2.5686977299880525;3.046594982078853;36.7536231884058;39.53623188405797;89.79710144927536;20.869565217391305;65.97101449275362
BA;PLANALTO;2082;10;2082;1988;94;0;94;0;1032;1032;3.6320845341018253;3.0;4345.673237271853;11.28;3698.6414607142856;6.140000000000001;38.791466;35.003304;17.81;-23.133071899414062;1202;0;0;4.514889529298751;95.48511047070124;0.0;4.514889529298751;49.56772334293948;49.56772334293948;57.73294908741594;0.0;0.0
PR;FAROL;591;33;591;498;93;11;82;0;149;183;4.505922165820643;4.0;2534.510169204738;17.6;2636.368002610442;13.195;25.35426;19.037296;17.81;-1.4879281520843506;421;93;0;15.736040609137056;84.26395939086294;1.8612521150592216;13.874788494077833;25.211505922165824;30.96446700507614;71.2351945854484;15.736040609137056;0.0
PR;BOA VENTURA DE SÃO ROQUE;902;48;859;766;93;55;38;0;200;279;5.276053215077606;4.5;4701.595617516629;25.725;3603.843111749347;15.18;27.736269;25.107208;17.81;42.813026428222656;853;3;0;10.826542491268917;89.17345750873108;6.402793946449361;4.423748544819558;22.172949002217297;30.93126385809313;94.56762749445676;0.3325942350332594;0.0
BA;ANGICAL;1109;24;1036;943;93;0;93;0;28;105;6.401262398557259;6.0;12612.503724075745;48.0;7883.457957051962;30.23;21.324644;23.67742;17.81;156.597412109375;34;0;0;8.976833976833976;91.02316602316603;0.0;8.976833976833976;2.5247971145175834;9.467989179440938;3.065825067628494;0.0;0.0
GO;ANICUNS;1959;35;1882;1789;93;18;75;0;420;471;6.923430321592649;6.0;1721.9594217968352;29.43;883.7898826159866;15.5;34.508034;31.578947;17.81;85.15777587890625;155;0;0;4.941551540913921;95.05844845908608;0.9564293304994688;3.9851222104144526;21.43950995405819;24.042879019908117;7.912200102092905;0.0;0.0
RS;FORMIGUEIRO;393;39;393;301;92;34;58;0;97;181;4.391857506361323;3.0;2144.6370737913485;53.0;1449.379169435216;18.2;34.849968;39.87955;17.81;174.9017333984375;327;0;0;23.40966921119593;76.59033078880407;8.651399491094146;14.75826972010178;24.681933842239186;46.0559796437659;83.20610687022901;0.0;0.0
SP;TAMBAÚ;1181;46;1056;965;91;15;76;0;236;291;6.558001693480102;6.0;16762.606636663844;23.09;15254.186835403725;9.945;38.075657;40.045147;17.81;32.060638427734375;387;0;0;8.617424242424242;91.38257575757575;1.4204545454545454;7.196969696969697;19.983065198983912;24.64013547840813;32.7688399661304;0.0;0.0
SP;CLEMENTINA;1277;28;1264;1173;91;18;73;0;157;185;9.287392325763507;7.0;3112.056327329679;18.43;2942.3322160272805;7.73;29.79509;34.617775;17.81;51.600223541259766;0;0;0;7.199367088607595;92.8006329113924;1.4240506329113924;5.775316455696203;12.294440093970243;14.487079091620986;0.0;0.0;0.0
SP;CANANÉIA;694;40;630;542;88;15;73;0;227;266;4.25792507204611;3.0;6293.049948847262;21.939999999999998;5973.507106457565;18.95;17.715584;11.6078415;17.81;23.862998962402344;202;0;0;13.968253968253968;86.03174603174604;2.380952380952381;11.587301587301587;32.70893371757925;38.328530259366;29.106628242074926;0.0;0.0
MT;CARLINDA;1101;13;1096;1008;88;9;79;0;329;362;5.451407811080836;4.0;229.3025068119891;8.69;69.03059523809523;7.015;20.664938;13.189701;17.81;-45.423919677734375;0;0;0;8.02919708029197;91.97080291970804;0.8211678832116789;7.208029197080291;29.8819255222525;32.879200726612176;0.0;0.0;0.0
PR;SERTANEJA;1316;35;1310;1223;87;22;65;0;306;350;5.864741641337386;5.0;1294.9027583586626;12.645;496.6707551103843;8.97;24.376219;19.248827;17.81;0.0;0;0;0;6.641221374045801;93.3587786259542;1.6793893129770994;4.961832061068702;23.252279635258358;26.595744680851062;0.0;0.0;0.0
MT;NOVA CANAÃ DO NORTE;1775;36;1747;1660;87;18;69;0;179;247;7.451267605633803;7.0;2704.0362647887323;28.48;1705.2942816265058;16.75;31.69303;29.131199;17.81;63.95283508300781;0;0;0;4.979965655409273;95.02003434459073;1.030337721808815;3.949627933600458;10.08450704225352;13.915492957746478;0.0;0.0;0.0
SP;GUZOLÂNDIA;462;30;460;374;86;46;40;0;162;224;3.634199134199134;3.0;2552.3007164502164;13.645;1875.4004144385026;14.57;26.274431;14.69674;17.81;-8.810593128204346;75;0;0;18.695652173913043;81.30434782608695;10.0;8.695652173913043;35.064935064935064;48.484848484848484;16.233766233766232;0.0;0.0
SP;SÃO BENTO DO SAPUCAÍ;600;25;594;508;86;12;74;0;119;137;8.675;6.0;4288.827368333334;17.09;3524.0241860236224;6.99995;33.948105;35.73361;17.81;66.36720657348633;17;0;0;14.47811447811448;85.52188552188552;2.0202020202020203;12.457912457912458;19.833333333333332;22.833333333333332;2.833333333333333;0.0;0.0
PR;SANTA CRUZ DE MONTE CASTELO;947;39;945;859;86;14;72;0;111;170;6.737064413938754;6.0;6687.088764519536;19.85;6395.137616279069;13.575;33.51004;34.67717;17.81;11.454238891601562;32;0;0;9.100529100529101;90.8994708994709;1.4814814814814816;7.6190476190476195;11.721224920802534;17.95142555438226;3.37909186906019;0.0;0.0
PR;MISSAL;1347;96;1334;1248;86;29;57;0;253;307;6.70898292501856;6.0;3665.748878990349;46.15;3269.6622951923077;27.905;30.296953;29.578552;17.81;162.85794830322266;1110;0;0;6.446776611694154;93.55322338830585;2.1739130434782608;4.272863568215892;18.78247958426132;22.791388270230144;82.40534521158129;0.0;0.0
SP;UBATUBA;1284;107;691;606;85;33;52;0;164;238;7.912772585669782;6.0;26663.823261993773;30.93;16246.904753536346;12.925;24.864952;14.544498;17.81;115.69343185424805;553;0;0;12.301013024602025;87.69898697539797;4.775687409551375;7.525325615050652;12.77258566978193;18.53582554517134;43.068535825545176;0.0;0.0
MG;BARBACENA;1092;49;1021;936;85;14;71;0;192;245;7.1007326007326;6.0;9556.88938974359;20.855;10359.125576923076;12.74;32.747635;31.582912;17.81;17.09713649749756;930;0;1;8.32517140058766;91.67482859941234;1.3712047012732616;6.953966699314397;17.582417582417584;22.435897435897438;85.16483516483517;0.0;0.09157509157509157
MG;CARATINGA;1514;52;1023;938;85;3;82;0;83;147;4.309114927344782;4.0;8929.431188903567;30.39;12690.366219616206;20.494999999999997;21.767042;16.374283;17.81;70.63447570800781;1290;0;0;8.308895405669599;91.6911045943304;0.2932551319648094;8.01564027370479;5.48216644649934;9.709379128137384;85.20475561426684;0.0;0.0
ES;VILA PAVÃO;1148;19;1145;1060;85;55;30;0;316;382;5.348432055749129;5.0;573.0844076655053;31.165;438.0132539981185;19.0;29.263077;25.86294;17.81;74.9859619140625;1073;0;0;7.423580786026202;92.57641921397381;4.8034934497816595;2.6200873362445414;27.526132404181187;33.27526132404181;93.46689895470384;0.0;0.0
AM;SÃO PAULO DE OLIVENÇA;3104;53;3018;2933;85;84;1;2;1337;1421;2.5032216494845363;3.0;7756.874713273196;0.0;7697.843480040941;49.89;-356.1266;-17.767258;17.81;-100.0;2406;878;2226;2.8164347249834325;97.18356527501658;2.783300198807157;0.03313452617627568;43.073453608247426;45.77963917525773;77.51288659793815;28.286082474226802;71.7139175257732
SP;CARAPICUÍBA;3721;160;3647;3562;85;8;77;0;400;464;6.096210696049449;5.0;19666.464007551735;143.96;10435.496250238564;112.6;1.4575464;4.0168777;17.81;675.2947998046875;744;0;0;2.330682752947628;97.66931724705236;0.21935837674801206;2.111324376199616;10.749798441279227;12.469766191883902;19.99462510077936;0.0;0.0
PE;RECIFE;449;18;434;350;84;84;0;0;100;184;2.242761692650334;3.0;7670.432479510023;3.94;7947.283316239316;4.15;1.0102774;0.0;3.8;0.0;0;0;0;19.35483870967742;80.64516129032258;19.35483870967742;0.0;22.271714922049;40.97995545657015;0.0;0.0;0.0
MS;CAMAPUÃ;721;24;721;637;84;50;34;0;206;263;4.617198335644938;4.0;3026.0422227461863;48.6783;2104.200330612245;37.5;33.01158;31.788618;17.81;186.16844177246094;370;0;0;11.650485436893204;88.3495145631068;6.934812760055478;4.715672676837725;28.57142857142857;36.47711511789182;51.31761442441054;0.0;0.0
RS;CRUZ ALTA;794;46;784;700;84;19;65;0;79;137;7.512594458438287;6.0;17947.815862468513;7.07;17249.778592857143;5.805;21.206022;17.573528;17.81;-57.15889930725098;434;0;0;10.714285714285714;89.28571428571429;2.423469387755102;8.290816326530612;9.949622166246852;17.2544080604534;54.65994962216625;0.0;0.0
PR;ALTO PARAÍSO;903;38;841;757;84;75;9;0;279;354;4.473975636766334;4.0;2325.041196013289;27.62;1916.3541743725232;14.0;24.757164;20.86331;17.81;52.33015060424805;836;836;9;9.988109393579073;90.01189060642093;8.9179548156956;1.070154577883472;30.89700996677741;39.202657807308974;92.58028792912513;92.58028792912513;0.9966777408637874
SP;PRATÂNIA;898;22;873;789;84;0;84;0;77;155;6.507795100222717;5.0;6278.898858797327;14.80125;5657.470111153359;7.24;45.244263;49.624462;17.81;26.78270721435547;340;0;0;9.621993127147768;90.37800687285224;0.0;9.621993127147768;8.574610244988865;17.260579064587972;37.8619153674833;0.0;0.0
MG;OURO PRETO;1482;63;1300;1216;84;40;44;0;437;501;4.157894736842105;3.0;20348.274939271254;30.33;7253.82799435484;19.33;34.28592;28.883251;17.81;70.2975845336914;822;0;0;6.461538461538462;93.53846153846153;3.076923076923077;3.3846153846153846;29.48717948717949;33.80566801619433;55.465587044534416;0.0;0.0
SP;BARRA DO TURVO;1500;43;1500;1416;84;52;32;0;148;213;5.472666666666667;5.0;827.5601801333332;31.97;710.8993593926554;19.85;34.881313;34.97476;17.81;82.62212371826172;7;0;64;5.6000000000000005;94.39999999999999;3.4666666666666663;2.1333333333333333;9.866666666666667;14.2;0.46666666666666673;0.0;4.266666666666667
SP;PEDRO DE TOLEDO;2686;57;1719;1635;84;2;82;0;613;688;3.871556217423678;3.0;3099.29257721519;19.97;3259.531033639144;17.0;6.0217633;1.0117291;17.81;50.98259353637695;456;0;2;4.886561954624781;95.11343804537522;0.11634671320535195;4.7702152414194305;22.82204020848846;25.61429635145197;16.97691734921817;0.0;0.07446016381236038
PR;JATAIZINHO;1005;91;1003;920;83;53;30;0;168;224;6.933333333333334;7.0;3787.843208955224;46.66;3464.1070115217394;28.7;33.922836;31.053905;17.81;161.98764038085938;978;0;0;8.275174476570289;91.72482552342971;5.284147557328016;2.991026919242273;16.716417910447763;22.28855721393035;97.31343283582089;0.0;0.0
SP;ITATINGA;1294;59;1225;1142;83;9;74;0;194;236;8.476043276661514;7.0;20428.23711151468;32.1333;7458.91948966725;15.485;36.69758;38.797153;17.81;78.51852798461914;765;0;0;6.775510204081632;93.22448979591836;0.7346938775510203;6.040816326530613;14.992272024729521;18.238021638330757;59.119010819165375;0.0;0.0
SP;PIRANGI;1440;25;1378;1295;83;11;72;0;187;221;10.83611111111111;8.0;285.86370020833334;15.635;192.49315057915055;6.56;46.71361;50.50505;17.81;31.218417167663574;0;0;0;6.0232220609579095;93.9767779390421;0.7982583454281567;5.2249637155297535;12.986111111111112;15.347222222222223;0.0;0.0;0.0
RS;SANTO EXPEDITO DO SUL;775;17;775;693;82;52;30;0;328;382;3.166451612903226;3.0;352.85388387096776;28.32;195.13603174603173;20.0;28.468254;28.80996;17.81;59.06793975830078;679;0;0;10.580645161290322;89.41935483870968;6.709677419354838;3.870967741935484;42.32258064516129;49.29032258064516;87.61290322580645;0.0;0.0
PR;ASSIS CHATEAUBRIAND;1056;33;1052;970;82;45;37;0;161;230;6.3731060606060606;6.0;2679.4319081439394;33.91;2675.042037037037;22.775;36.461754;33.577053;17.81;90.39865493774414;893;0;0;7.79467680608365;92.20532319391636;4.277566539923954;3.5171102661596962;15.246212121212121;21.78030303030303;84.56439393939394;0.0;0.0
RS;ITATI;1129;36;1118;1036;82;16;66;0;160;181;4.406554472984943;3.0;2249.376480868025;51.1;1558.6370376447876;39.894999999999996;19.063711;0.71770334;17.81;186.41212463378906;0;0;0;7.334525939177102;92.66547406082289;1.4311270125223614;5.903398926654741;14.1718334809566;16.031886625332152;0.0;0.0;0.0
SP;MACAUBAL;1352;43;1350;1269;81;21;60;0;148;195;7.504437869822485;7.0;4131.121544378698;28.564999999999998;3444.2034976359337;14.49;36.163353;39.830772;17.81;64.6827621459961;0;0;0;6.0;94.0;1.5555555555555556;4.444444444444445;10.946745562130179;14.423076923076922;0.0;0.0;0.0
SP;VÁRZEA PAULISTA;163;21;162;82;80;28;52;0;54;100;3.2515337423312882;2.0;3443.338507361964;27.0;2346.6730524390246;23.975;16.238283;8.923882;17.81;51.600223541259766;159;0;0;49.382716049382715;50.617283950617285;17.28395061728395;32.098765432098766;33.12883435582822;61.34969325153374;97.54601226993866;0.0;0.0
SP;TAUBATÉ;244;9;244;164;80;72;8;0;60;132;2.2540983606557377;2.0;1566.5042213114752;44.225;1563.6928658536585;21.0;26.20244;10.725416;17.81;148.31555938720703;239;0;1;32.78688524590164;67.21311475409836;29.508196721311474;3.278688524590164;24.59016393442623;54.09836065573771;97.95081967213115;0.0;0.4098360655737705
MT;NOVA MONTE VERDE;377;7;377;297;80;38;42;0;162;203;3.7294429708222814;2.0;569.4467639257294;37.88;528.7567676767677;37.88;22.9947;7.034397;17.81;112.68949890136719;0;0;0;21.220159151193634;78.77984084880637;10.079575596816976;11.140583554376658;42.97082228116711;53.84615384615385;0.0;0.0;0.0
SP;IPORANGA;802;18;801;721;80;0;80;0;92;95;6.402743142144638;6.0;1403.7457266832917;31.2633;870.7697029126214;16.04;33.55475;23.85965;17.81;72.33773422241211;298;0;0;9.987515605493133;90.01248439450687;0.0;9.987515605493133;11.471321695760599;11.845386533665836;37.1571072319202;0.0;0.0
PR;OURO VERDE DO OESTE;947;58;946;866;80;5;75;6;266;286;5.545934530095037;4.0;10248.062819429779;136.62;9090.964976744186;95.4;29.361755;24.07542;17.81;655.4182739257812;0;0;0;8.456659619450317;91.5433403805497;0.5285412262156448;7.928118393234672;28.088701161562827;30.20063357972545;0.0;0.0;0.0
SP;JALES;1301;94;1105;1025;80;7;73;0;164;203;7.664873174481168;5.0;4125.807004534973;23.02;4101.9431291707315;19.9;25.588938;21.934605;17.81;53.003929138183594;109;0;0;7.239819004524888;92.76018099547511;0.6334841628959276;6.60633484162896;12.605687932359725;15.603382013835512;8.378170637970792;0.0;0.0
PR;RIBEIRÃO DO PINHAL;1474;37;1456;1376;80;9;71;0;232;253;5.940298507462686;5.0;4995.737468792401;43.474999999999994;1938.183070130814;22.485;35.614086;36.59203;17.81;139.94947052001953;541;0;9;5.4945054945054945;94.5054945054945;0.6181318681318682;4.876373626373627;15.739484396200815;17.16417910447761;36.702849389416556;0.0;0.6105834464043419
MS;CHAPADÃO DO SUL;1720;68;1698;1618;80;32;48;0;191;242;9.209302325581396;8.0;2979.053515116279;25.6147;2284.7806834981457;12.35;42.9571;46.42857;17.81;80.3340835571289;931;0;3;4.7114252061248525;95.28857479387514;1.884570082449941;2.8268551236749118;11.104651162790697;14.069767441860465;54.127906976744185;0.0;0.1744186046511628
ES;APIACÁ;501;8;494;415;79;0;79;0;104;140;5.73253493013972;5.0;124.92572814371258;8.3;72.43291943127961;6.484999999999999;28.502993;25.879972;17.81;-37.61931610107422;498;0;0;15.991902834008098;84.0080971659919;0.0;15.991902834008098;20.758483033932134;27.944111776447105;99.40119760479041;0.0;0.0
SP;SÃO JOÃO DE IRACEMA;910;26;893;814;79;27;52;0;155;207;6.082417582417582;5.0;2079.047302417582;12.6083;1713.4019487922706;6.895;38.58066;38.143604;17.81;9.28553056716919;0;0;0;8.846584546472565;91.15341545352743;3.0235162374020157;5.823068309070549;17.032967032967033;22.747252747252748;0.0;0.0;0.0
MG;IGARATINGA;1146;31;1140;1061;79;7;72;0;123;180;9.152705061082024;8.0;641.7778519197208;50.885000000000005;360.9659713477851;33.62;33.15118;30.100245;17.81;178.86019134521484;623;105;0;6.9298245614035086;93.0701754385965;0.6140350877192983;6.315789473684211;10.732984293193718;15.706806282722512;54.3630017452007;9.162303664921465;0.0
PR;CONSELHEIRO MAIRINCK;1219;54;956;878;78;45;33;0;180;228;5.799015586546349;4.0;4336.3177562756355;17.97;4635.067950113895;13.0;31.581472;23.673634;17.81;17.971224784851074;1;0;0;8.158995815899582;91.84100418410041;4.707112970711297;3.4518828451882846;14.766201804757998;18.703855619360134;0.08203445447087777;0.0;0.0
SP;CHAVANTES;1263;27;1201;1123;78;19;59;0;153;199;7.480601741884402;7.0;804.6235897070468;8.99;677.2528307823128;6.0;25.20803;22.892696;17.81;-39.02302169799805;1;0;0;6.49458784346378;93.50541215653621;1.5820149875104081;4.912572855953372;12.114014251781473;15.756136183689629;0.0791765637371338;0.0;0.0
SP;TORRINHA;745;57;744;667;77;7;70;0;41;97;8.335570469798657;7.0;4632.3456116778525;19.89;2652.0783658170917;11.64;34.830574;32.232944;17.81;11.678832054138184;73;0;0;10.349462365591398;89.65053763440861;0.9408602150537635;9.408602150537634;5.503355704697987;13.020134228187919;9.798657718120806;0.0;0.0
SP;BARIRI;841;62;819;742;77;18;59;0;151;207;5.4613555291319855;5.0;5700.033162901307;57.73;5019.133868867925;35.95;34.19451;31.307796;17.81;200.39303588867188;0;0;0;9.401709401709402;90.5982905982906;2.197802197802198;7.203907203907203;17.954815695600477;24.61355529131986;0.0;0.0;0.0
PR;JAGUAPITÃ;1252;73;1247;1170;77;62;15;0;258;325;5.951277955271565;5.0;10487.131158146965;34.96;9015.661210571185;21.69;23.202831;19.642857;17.81;94.60977172851562;472;117;19;6.174819566960705;93.82518043303929;4.971932638331997;1.202886928628709;20.60702875399361;25.958466453674124;37.69968051118211;9.345047923322685;1.5175718849840254
RS;TRÊS FORQUILHAS;1416;18;1413;1336;77;23;54;0;178;228;5.752118644067797;5.0;1602.5624380649717;20.675;1488.2965256736527;10.850000000000001;40.68224;43.281647;17.81;41.21280097961426;169;0;0;5.449398443029016;94.55060155697097;1.627742392073602;3.821656050955414;12.570621468926554;16.101694915254235;11.935028248587571;0.0;0.0
PR;SÃO MANOEL DO PARANÁ;1600;62;1540;1463;77;51;26;0;292;357;5.50375;6.0;2820.4967125000003;37.96;1394.3406947511928;19.97;35.85125;38.77193;17.81;50.042110443115234;1498;0;0;5.0;95.0;3.3116883116883113;1.6883116883116882;18.25;22.3125;93.625;0.0;0.0
ES;FUNDÃO;552;32;552;476;76;42;34;0;94;143;4.661231884057971;4.0;237.10622463768115;15.5;170.3521338235294;11.425;29.092367;30.351082;17.81;-12.97024154663086;458;0;0;13.768115942028986;86.23188405797102;7.608695652173914;6.159420289855073;17.02898550724638;25.905797101449274;82.97101449275362;0.0;0.0
SP;BOM SUCESSO DE ITARARÉ;996;20;996;920;76;22;54;0;387;425;4.307228915662651;3.0;3019.86966064257;7.074999999999999;2523.787674673913;4.529999999999999;23.726416;31.330446;17.81;-25.824650764465332;81;0;0;7.630522088353414;92.3694779116466;2.208835341365462;5.421686746987952;38.855421686746986;42.670682730923694;8.132530120481928;0.0;0.0
PR;REBOUÇAS;1217;73;1160;1084;76;45;31;0;222;284;6.213640098603123;5.0;4743.959794576828;36.66;2708.812484778598;19.66;34.00606;34.91047;17.81;105.83941650390625;836;64;4;6.551724137931035;93.44827586206897;3.8793103448275863;2.6724137931034484;18.241577649958916;23.336072308956453;68.69350862777321;5.258833196384552;0.3286770747740345
SP;JUMIRIM;454;8;443;368;75;16;59;0;156;182;3.486784140969163;3.0;207.66537731277532;15.91;67.34799320652174;9.875;31.327312;26.765041;17.81;-9.039865016937256;454;0;0;16.93002257336343;83.06997742663657;3.611738148984198;13.31828442437923;34.36123348017621;40.08810572687225;100.0;0.0;0.0
SP;ANDRADINA;593;49;574;499;75;13;62;0;57;114;9.752107925801011;9.0;26591.318872344014;64.66;24219.865245490982;39.0;41.994568;42.0025;17.81;263.166748046875;0;0;0;13.066202090592336;86.93379790940766;2.264808362369338;10.801393728222997;9.612141652613827;19.224283305227654;0.0;0.0;0.0
SP;PRACINHA;794;5;735;660;75;11;64;0;74;110;6.217884130982368;6.0;666.348992443325;1.39;597.1002121212122;0.79;19.985651;15.384615;17.81;-38.96687316894531;366;0;0;10.204081632653061;89.79591836734694;1.4965986394557822;8.707482993197278;9.319899244332493;13.85390428211587;46.095717884130984;0.0;0.0
MG;GUAPÉ;1119;56;1049;975;74;39;35;0;338;387;4.709562109025916;4.0;2215.626703038427;37.47;1696.8497346938775;21.0;26.755459;21.655804;17.81;110.38742065429688;51;0;0;7.0543374642516685;92.94566253574833;3.7178265014299336;3.336510962821735;30.205540661304735;34.584450402144775;4.557640750670242;0.0;0.0
PR;MATELÂNDIA;1336;43;1328;1254;74;29;45;0;381;414;5.75374251497006;4.0;5910.985320808383;38.495000000000005;4601.777341354582;29.5;28.443441;22.63404;17.81;127.90567016601562;1195;419;2;5.572289156626506;94.42771084337349;2.183734939759036;3.38855421686747;28.517964071856287;30.988023952095805;89.44610778443113;31.362275449101794;0.14970059880239522
PR;MAMBORÊ;2315;113;359;286;73;53;20;0;650;712;6.31792656587473;4.0;3956.126793822894;39.85;2312.558562356792;18.5;36.53445;38.46154;17.81;112.9702377319336;1767;230;0;20.334261838440113;79.66573816155989;14.763231197771587;5.571030640668524;28.077753779697623;30.75593952483801;76.32829373650108;9.935205183585314;0.0
BA;CANUDOS;950;44;846;773;73;0;73;0;51;124;6.083157894736842;4.0;50499.27549473684;17.45;53223.10323932729;19.37;7.613276;5.045045;17.81;0.6734114587306976;867;654;20;8.628841607565011;91.37115839243499;0.0;8.628841607565011;5.36842105263158;13.052631578947368;91.26315789473685;68.84210526315789;2.1052631578947367
ES;ARACRUZ;1020;74;916;843;73;32;41;0;290;335;6.395098039215687;5.0;75749.0004295098;27.485;46053.36734192849;19.0;32.056934;33.333332;17.81;50.246660232543945;85;0;0;7.969432314410481;92.03056768558952;3.4934497816593884;4.475982532751091;28.431372549019606;32.84313725490196;8.333333333333332;0.0;0.0
SC;ITAJAÍ;351;16;331;259;72;4;68;0;21;89;11.145299145299145;11.0;163298.84084928775;2.44;3952.0551127413128;1.34;13.1644125;8.877285;17.81;-86.24368286132812;0;0;0;21.75226586102719;78.24773413897282;1.2084592145015105;20.54380664652568;5.982905982905983;25.356125356125357;0.0;0.0;0.0
SP;POLONI;507;20;507;435;72;14;58;0;56;102;10.390532544378699;7.0;6653.671558185404;7.18;5697.973619080461;3.15;26.163347;41.693466;17.81;-10.162829399108887;0;0;0;14.201183431952662;85.79881656804734;2.7613412228796843;11.439842209072978;11.045364891518737;20.118343195266274;0.0;0.0;0.0
RS;CAPIVARI DO SUL;803;46;798;726;72;37;35;0;119;157;6.8044831880448315;5.0;2382.6189663760897;21.45;1299.7957626721764;8.995000000000001;41.092;45.82686;17.81;155.68182373046875;0;0;0;9.022556390977442;90.97744360902256;4.636591478696742;4.385964912280701;14.819427148194272;19.551681195516814;0.0;0.0;0.0
PR;PORTO VITÓRIA;1143;47;1110;1038;72;36;36;0;370;426;4.069116360454943;3.0;3027.4752991251094;15.47;1539.406666088632;9.809999999999999;19.0804;12.588636;17.81;-13.138686180114746;227;0;0;6.486486486486487;93.51351351351352;3.2432432432432434;3.2432432432432434;32.37095363079615;37.270341207349084;19.860017497812773;0.0;0.0
PR;RIO BRANCO DO SUL;1307;50;1295;1223;72;31;41;0;250;298;7.567712318286151;6.0;42954.143163733745;23.83;27652.40250318367;17.0;26.631899;26.237179;17.81;44.07636260986328;501;0;0;5.559845559845559;94.44015444015444;2.393822393822394;3.166023166023166;19.127773527161438;22.800306044376434;38.33205814843153;0.0;0.0
