itens_total_base;processos_total;itens_elegiveis_sucesso_ou_insucesso;itens_insucesso_principal;itens_sucesso_principal_homologado_adjudicado_resultado_final;itens_desertos;itens_fracassados;itens_resultado_final_sucesso;taxa_insucesso_principal_pct;itens_baixa_competitividade;taxa_baixa_competititividade_pct;itens_insucesso_ampliado;valor_cotado_total;valor_homologado_total;propostas_media;propostas_mediana;itens_com_referencia_preco;gerado_em
1046748;36386;952838;79068;873770;24533;54535;387;8.298157714112996;203813;19.471066579539677;252537;17848393773.886497;8878710792.1907;6.271956574075135;5.0;1046691;2026-06-16 22:53:56
