model_name;include_post_event_features;observacao_metodologica;linhas_modelo;linhas_treino;linhas_teste;prevalencia_insucesso_teste_pct;accuracy;precision;recall;f1;auc;numeric_features;categorical_features
diagnostico_final;True;"modelo diagnostico; usa variaveis posteriores ao certame";952838;714628;238210;8.298140296377147;0.999638974014525;0.9957680487681999;0.9998988212677695;0.9978291599353797;0.9999021388044707;valor_cotado_log, descricao_tam_caracteres, descricao_qtd_palavras, MEExclusivo, RegExcl, LocalExc, ExclMe, Regional, ExclLocal, criterio_me_epp, criterio_regional, criterio_local, criterio_regional_ou_local, qtd_itens_lote, InfoReq, ArqReq, numero_propostas, sem_proposta, participacao_unica, baixa_competitividade, valor_homologado_log, tem_valor_homologado, relacao_homologado_cotado, desconto_pct, desvio_cotado_vs_ref_preferida_pct, desvio_cotado_vs_ref_homologado_desc_pct, desvio_cotado_vs_ref_homologado_familia_pct, cotado_abaixo_mediana_desc_15pct, cotado_acima_mediana_desc_15pct;uf, regiao, modalidade, tipo_disputa, tipo_encerramento, tipo_lance, tipo_lote_calc, grupo_exclusividade_regionalidade, familia_textual_ml, classificacao_preco_ref, nivel_referencia_preco
