model_name;include_post_event_features;observacao_metodologica;linhas_modelo;linhas_treino;linhas_teste;prevalencia_insucesso_teste_pct;accuracy;precision;recall;f1;auc;numeric_features;categorical_features
pre_disputa;False;"modelo pre-disputa; nao usa propostas nem valor homologado";952838;714628;238210;8.298140296377147;0.6186474119474413;0.13752409706143348;0.6820964233318156;0.2288978677169632;0.704565515220915;valor_cotado_log, descricao_tam_caracteres, descricao_qtd_palavras, MEExclusivo, RegExcl, LocalExc, ExclMe, Regional, ExclLocal, criterio_me_epp, criterio_regional, criterio_local, criterio_regional_ou_local, qtd_itens_lote, InfoReq, ArqReq;uf, regiao, modalidade, tipo_disputa, tipo_encerramento, tipo_lance, tipo_lote_calc, grupo_exclusividade_regionalidade, familia_textual_ml
