feature;coeficiente;odds_ratio_aprox;abs_coeficiente
txt__padrao;0.0013871276616108123;1.001388090168174;0.0013871276616108123
txt__po;0.0013830283751516687;1.0013839851999493;0.0013830283751516687
txt__forma farmaceutica;0.0013583373011168594;1.0013592602590775;0.0013583373011168594
txt__farmaceutica;0.0013495184473931812;1.0013504294571751;0.0013495184473931812
txt__caixas;-0.0013328110543061656;0.9986680767438808;0.0013328110543061656
txt__mesa;0.0013313449947486926;1.001332231627924;0.0013313449947486926
txt__primeira;-0.0013300586958961491;0.9986708254401434;0.0013300586958961491
txt__apresentacao;0.001326591482214084;1.0013274717939227;0.001326591482214084
txt__marrom;0.0013207505879263284;1.0013216231630933;0.0013207505879263284
txt__bloco;-0.001318045361517775;0.9986828228787679;0.001318045361517775
txt__industrial;0.001313189720189411;1.0013140523313595;0.001313189720189411
txt__silicone;0.001311502351382479;1.0013123627466871;0.001311502351382479
txt__sujidades;-0.0013108946502385379;0.9986899641968264;0.0013108946502385379
txt__edital;0.001285902451437055;1.0012867295784913;0.001285902451437055
txt__qualidade;-0.0012836677767462514;0.9987171557723088;0.0012836677767462514
txt__suco;-0.001281194002048464;0.9987196263765948;0.001281194002048464
txt__plasticos;-0.0012789382305582013;0.9987218792623958;0.0012789382305582013
txt__individual;0.0012728281002514356;1.0012736384897303;0.0012728281002514356
txt__tampa;0.0012614473773025251;1.001262243336697;0.0012614473773025251
txt__calcio;0.0012590543568552464;1.0012598472985426;0.0012590543568552464
txt__do;-0.0012493007305563865;0.9987514793207279;0.0012493007305563865
txt__de calcio;0.0012285561523846123;1.0012293111366428;0.0012285561523846123
txt__pasta;-0.0012234309390103059;0.9987773171475125;0.0012234309390103059
txt__pacote com;0.0012144350729149471;1.0012151727977976;0.0012144350729149471
txt__de alta;0.001201227441021855;1.001201949203676;0.001201227441021855
txt__coloracao;-0.0012012001344728987;0.9987995210176304;0.0012012001344728987
cat__modalidade_SELEÇÃO PÚBLICA;0.001184619441131737;1.0011853213798914;0.001184619441131737
txt__polpa;-0.0011844499469898942;0.9988162512369821;0.0011844499469898942
txt__bateria;0.0011819093998779544;1.0011826081300441;0.0011819093998779544
txt__5ml;0.001170884837211858;1.0011715705904827;0.001170884837211858
txt__embalagem individual;0.001166317421516717;1.0011669978341806;0.001166317421516717
txt__ui;0.0011617283380667034;1.0011624034058222;0.0011617283380667034
txt__10 ml;0.0011604310534473919;1.0011611046140774;0.0011604310534473919
txt__a4;-0.0011581263410590723;0.998842544028436;0.0011581263410590723
txt__01;0.0011428729589401648;1.001143526287107;0.0011428729589401648
txt__caminhao;0.0011378717335079566;1.0011385193551625;0.0011378717335079566
txt__veiculo;-0.0011360645603590606;0.9988645805166774;0.0011360645603590606
txt__milho;-0.0011331401451619863;0.9988675016157077;0.0011331401451619863
txt__farinha de;-0.0011299725220614216;0.9988706656564915;0.0011299725220614216
