feature;coeficiente;odds_ratio_aprox;abs_coeficiente
txt__de 20;-0.6513680750398476;0.5213320672795517;0.6513680750398476
txt__lavagem;0.6507004812969334;1.9168830996009687;0.6507004812969334
txt__lamina;-0.6505838067312317;0.5217410918697309;0.6505838067312317
txt__do fabricante;-0.6501673187892529;0.5219584360007927;0.6501673187892529
txt__10ml;0.6492059193728119;1.9140203389267465;0.6492059193728119
txt__registro no;0.6486731548950778;1.9130008884681147;0.6486731548950778
txt__partir;-0.6485683727075152;0.5227936869795538;0.6485683727075152
txt__grau cirurgico;-0.6482169549572016;0.5229774382457476;0.6482169549572016
cat__uf_AM;-0.6477050135835702;0.5232452405775592;0.6477050135835702
txt__tubo;0.6474067123413018;1.9105797161989482;0.6474067123413018
txt__pacote com;0.6473967573392674;1.9105606964686574;0.6473967573392674
txt__pela;0.6472819645075072;1.9103413903836841;0.6472819645075072
txt__fralda;-0.6464945953081835;0.5238789696405094;0.6464945953081835
txt__de cobre;-0.6463164509796475;0.5239723040210386;0.6463164509796475
txt__referencia;0.644092958172083;1.9042590031273765;0.644092958172083
txt__curto;-0.641188529761871;0.5266660935837898;0.641188529761871
txt__concentracao dosagem;-0.6403132152558314;0.5271272938735481;0.6403132152558314
txt__frasco;0.63953151545941;1.8955926154166685;0.63953151545941
txt__polimero;-0.6370364740397284;0.528857386588565;0.6370364740397284
txt__no maximo;0.6364476331001604;1.8897558353869535;0.6364476331001604
txt__garrafa;-0.6360294589450151;0.5293902222015348;0.6360294589450151
txt__dn;-0.6359967603827179;0.529407532783709;0.6359967603827179
txt__frio;0.6351871447126457;1.8873753207219421;0.6351871447126457
txt__de pneu;0.6351319530024161;1.887271156124684;0.6351319530024161
cat__tipo_encerramento_FECHADO;0.6346785333369157;1.8864156242405132;0.6346785333369157
txt__estado;-0.6342698234341733;0.5303225760965522;0.6342698234341733
txt__ter;-0.6315955713532698;0.5317426903746667;0.6315955713532698
txt__abnt nbr;0.6308522278164206;1.8792114132691424;0.6308522278164206
txt__especializada;0.6289543711546759;1.875648321557793;0.6289543711546759
txt__entrega do;0.6286061829928025;1.8749953567003026;0.6286061829928025
txt__traseiro;-0.6281387221726793;0.5335840254333349;0.6281387221726793
txt__cartao;-0.6280686659389739;0.5336214076299348;0.6280686659389739
txt__bola de;-0.6276059041434948;0.5338684043765569;0.6276059041434948
txt__aroma;-0.6275124799802698;0.5339182829154021;0.6275124799802698
txt__nominal;-0.6272634180323731;0.5340512782043081;0.6272634180323731
txt__do lote;-0.6270404013997039;0.5341703938039322;0.6270404013997039
cat__uf_MT;0.6269847184977752;1.8719575817887164;0.6269847184977752
txt__75g;-0.6246644813052091;0.5354410488661661;0.6246644813052091
txt__rodas;0.6240875257242642;1.8665420085782933;0.6240875257242642
txt__numero do;-0.6227932964320674;0.5364438960208681;0.6227932964320674
txt__refinado;-0.6221235363003391;0.536803305100833;0.6221235363003391
txt__tam;-0.6219489954355832;0.5368970073911106;0.6219489954355832
txt__galvanizado;-0.6214998769906073;0.5371381918963332;0.6214998769906073
txt__fechadura;-0.6202283335744772;0.5378216208404962;0.6202283335744772
txt__pu;-0.6197875762087098;0.538058721929538;0.6197875762087098
txt__5cm;0.6197641672147185;1.8584896973586278;0.6197641672147185
txt__21;-0.6196256713438656;0.5381458433066872;0.6196256713438656
txt__informacoes;-0.616692598955011;0.5397265810968044;0.616692598955011
txt__de carga;0.6158604312510955;1.851248786785976;0.6158604312510955
txt__metros;0.6157876001247494;1.8511139631614253;0.6157876001247494
txt__de tinta;-0.6147857823476877;0.5407567225383294;0.6147857823476877
txt__cozinha;0.6137088627293735;1.8472699800430288;0.6137088627293735
txt__fita;-0.6133085635238869;0.5415561288516163;0.6133085635238869
txt__amarelo;-0.6129814705465118;0.5417332970318723;0.6129814705465118
txt__manutencao;-0.6102029808296524;0.543240590456904;0.6102029808296524
txt__preto;-0.6098716870669565;0.5434205924912948;0.6098716870669565
txt__teste;0.6065636492133746;1.8341178848337778;0.6065636492133746
txt__em embalagem;-0.6063189980743431;0.5453546303318515;0.6063189980743431
cat__modalidade_CREDENCIAMENTO;0.6060495014491255;1.8331751196050066;0.6060495014491255
txt__os dados;-0.605394594007311;0.5458589914509242;0.605394594007311
txt__distribuicao;-0.6025054610664096;0.547438331006606;0.6025054610664096
txt__bucha;-0.6023205792597225;0.547539551750941;0.6023205792597225
txt__min;0.6012386362778539;1.8243771411819156;0.6012386362778539
txt__fosco;-0.6002262866114513;0.5486874614186328;0.6002262866114513
txt__limpa;-0.5993141921193053;0.5491881445305461;0.5993141921193053
txt__momento;0.5972952559501997;1.8171970943850924;0.5972952559501997
txt__fisica;0.5963429349413835;1.8154673631753615;0.5963429349413835
txt__da saude;0.5941864621308152;1.8115565754374643;0.5941864621308152
txt__capsula;0.5941076895657688;1.8114138800996031;0.5941076895657688
txt__traseira;-0.5925781640926361;0.5528999787385702;0.5925781640926361
txt__nasal;0.5920508875221843;1.8076919892377035;0.5920508875221843
txt__1a qualidade;0.5885449506050032;1.8013654318935066;0.5885449506050032
txt__velocidade;0.5883335853733619;1.8009847261071243;0.5883335853733619
txt__grampo;-0.580292177870081;0.5597348005495458;0.580292177870081
txt__perfeito;0.579569481163453;1.7852696730570463;0.579569481163453
cat__tipo_encerramento_FECHADO E ABERTO;-0.578095707291235;0.5609655927755376;0.578095707291235
txt__bola;-0.5771709049514389;0.5614846150277867;0.5771709049514389
txt__split;-0.5757007756400699;0.5623106770784593;0.5757007756400699
txt__sistema;-0.5755137880753175;0.5624158320136268;0.5755137880753175
txt__campo;0.5754671924503394;1.777960982855748;0.5754671924503394
txt__minimas;0.5730487701681546;1.7736663176481784;0.5730487701681546
txt__100 algodao;-0.5729830599514062;0.5638409561172506;0.5729830599514062
cat__uf_RS;0.5717730221930102;1.7714050091714084;0.5717730221930102
txt__60 cm;-0.5714452958049475;0.5647086775283171;0.5714452958049475
txt__em aco;0.5710216366401821;1.7700745009642302;0.5710216366401821
txt__extra;0.5707895680998962;1.769663770019303;0.5707895680998962
txt__hidraulica;0.5704608569110269;1.7690821573340967;0.5704608569110269
txt__costura;0.568869636120217;1.766269395480755;0.568869636120217
txt__ser entregue;0.5619195893836598;1.754036300166277;0.5619195893836598
txt__envelope;-0.5610489815659563;0.5706101902291388;0.5610489815659563
txt__de concreto;-0.5608279669559162;0.5707363173552726;0.5608279669559162
txt__caixas;-0.5605787232518255;0.5708785875183041;0.5605787232518255
txt__folhas;-0.5566996264848102;0.573097381477487;0.5566996264848102
txt__arte;-0.5563134295344657;0.5733187526821546;0.5563134295344657
txt__cor;-0.5560610900228494;0.5734634419108438;0.5560610900228494
txt__todas;-0.5558991010065216;0.5735563442140721;0.5558991010065216
txt__padrao;0.5547152137432649;1.7414449745533676;0.5547152137432649
txt__max;0.5541114844605738;1.7403939305329852;0.5541114844605738
txt__minima de;-0.5535080293319151;0.5749293994250526;0.5535080293319151
txt__medida;-0.5515198953190092;0.5760735731275173;0.5515198953190092
txt__que;0.551417213197715;1.7357111483553527;0.551417213197715
txt__tampa;0.5474202052212568;1.7287873435200576;0.5474202052212568
txt__igual ou;-0.5471797492345662;0.5785792501591991;0.5471797492345662
